Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Date
cosmetics,SKU29,63.44755918520733,3,253,8318.903194617178,Female,45,5,67,7,Carrier B,8.100973145397031,Supplier 1,Maldives,16,329,7,39.29287558606575,Pass,3.878098936588488,Road,Route B,764.9353759407081,2020-10-01 14:12:25
cosmetics,SKU33,64.7954350001556,63,616,5149.9983504080365,Non-binary,4,17,95,9,Carrier C,4.85827050343664,Supplier 5,Mongolia,1,251,23,23.853427512896133,Fail,3.541046012250923,Sea,Route A,371.255295519871,2020-02-22 09:20:24
haircare,SKU18,36.443627770460935,23,620,9364.673505076173,Unknown,10,10,46,8,Carrier C,4.339224714110709,Supplier 2,Lebanon,18,374,17,27.10798085484392,Pending,2.231939110729264,Sea,Route A,593.4802587206518,2020-06-04 11:32:17
cosmetics,SKU17,81.46253436923702,82,126,2629.396434845262,Female,45,17,85,9,Carrier C,3.585418958232342,Supplier 1,Norway,7,453,16,47.679680368355335,Fail,0.1020207549181761,Air,Route C,670.9343907924103,2021-09-11 05:05:03
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,Supplier 4,Madagascar,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,2022-10-27 04:37:15
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,New Zealand,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,2020-06-13 07:01:16
haircare,SKU2,11.319683293090566,34,8,9577.74962586873,Unknown,1,10,88,2,Carrier B,8.054479261732155,Supplier 1,Fiji,12,971,27,30.688019348284204,Pending,4.580592619199229,Air,Route C,141.92028177151906,2021-07-23 04:55:30
skincare,SKU69,54.86552851706979,62,511,1752.3810874841247,Non-binary,95,1,27,3,Carrier B,9.705286790120349,Supplier 4,Iran,9,862,7,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.6632062085756,2021-05-26 00:04:03
haircare,SKU12,71.21338907536008,41,336,2873.7414460214413,Unknown,100,30,85,4,Carrier A,1.325274010184522,Supplier 4,Nepal,3,563,3,32.32128621342403,Fail,2.161253747555912,Road,Route B,402.9687890737706,2020-06-27 21:28:32
cosmetics,SKU44,51.35579091311039,34,919,7152.2860494355145,Female,13,19,72,6,Carrier C,7.577449657376693,Supplier 2,Bhutan,7,834,18,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.4532696192277,2020-01-02 12:34:40
skincare,SKU66,26.03486977396209,52,704,8367.721618020154,Female,13,17,19,8,Carrier A,2.2161427287713638,Supplier 5,Mexico,24,867,28,42.08443673830996,Fail,3.4480632883402618,Road,Route A,393.8433485784279,2021-09-21 03:21:55
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Belize,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,2020-02-17 10:00:55
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Madagascar,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,2022-03-23 14:13:26
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2020-01-14 09:38:27
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2021-12-16 04:58:04
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Puerto Rico,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,2022-08-12 02:41:12
haircare,SKU22,27.67978088650196,55,884,2390.8078665561734,Unknown,71,1,63,10,Carrier A,9.56764892092304,Supplier 4,Madagascar,22,780,28,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57199582694707,2022-03-11 10:22:35
haircare,SKU30,8.022859210526393,10,327,2766.342366866089,Male,60,26,35,7,Carrier B,8.954528315318015,Supplier 4,Vanuatu,27,806,30,51.63489340010933,Pending,0.9653947053523932,Road,Route C,880.080988247161,2021-07-15 13:21:01
cosmetics,SKU17,81.46253436923702,82,126,2629.396434845262,Female,45,17,85,9,Carrier C,3.585418958232342,Supplier 1,Norway,7,453,16,47.679680368355335,Fail,0.1020207549181761,Air,Route C,670.9343907924103,2022-11-19 21:08:14
haircare,SKU70,47.914541824058766,90,32,7014.887987203389,Female,10,12,22,4,Carrier B,6.315717754600723,Supplier 1,New Zealand,22,775,16,11.440781823761265,Pass,1.8305755986122316,Road,Route C,183.272898748711,2020-03-19 02:35:06
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Japan,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,2022-10-15 12:50:23
haircare,SKU18,36.443627770460935,23,620,9364.673505076173,Unknown,10,10,46,8,Carrier C,4.339224714110709,Supplier 2,Lebanon,18,374,17,27.10798085484392,Pending,2.231939110729264,Sea,Route A,593.4802587206518,2020-07-28 07:33:44
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Azerbaijan,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,2021-09-09 23:00:27
haircare,SKU43,11.74327177630924,6,598,5737.425599119023,Unknown,36,29,85,9,Carrier B,3.6940212683884543,Supplier 5,Fiji,1,206,23,26.27736595733241,Pending,0.3723047679850977,Air,Route A,716.0441197593407,2020-01-18 08:43:32
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Tonga,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,2020-01-18 00:25:46
cosmetics,SKU49,78.89791320564004,19,99,8001.613206519002,Unknown,97,24,9,6,Carrier C,2.5056210329009154,Supplier 5,India,28,177,28,14.147815443979216,Pass,2.825813985400132,Rail,Route A,336.8901685199779,2020-07-22 00:49:11
skincare,SKU41,99.11329161531717,35,556,5521.205259010972,Female,64,19,38,8,Carrier B,5.773263743766654,Supplier 4,China,18,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,2020-06-29 00:43:32
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,Supplier 4,Madagascar,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,2022-01-15 13:08:56
haircare,SKU46,27.0822071998889,75,859,2556.767360633596,Non-binary,92,29,6,8,Carrier B,4.070955837084083,Supplier 3,Australia,18,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,2021-12-10 18:32:04
cosmetics,SKU21,84.89386898495083,60,601,7087.052696357437,Unknown,69,25,7,6,Carrier B,6.037883769218298,Supplier 5,Somalia,19,791,4,61.73572895416093,Pending,0.0186075676310149,Air,Route C,523.360914720158,2020-10-27 11:54:26
cosmetics,SKU73,83.8510176813046,41,375,7910.886916140686,Male,17,25,66,5,Carrier B,1.5129368369160772,Supplier 4,Brazil,13,444,4,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.4728001296578,2020-10-04 21:07:42
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,United States,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,2020-04-26 00:29:40
cosmetics,SKU96,24.42313142037338,29,324,7698.424765632117,Non-binary,67,2,32,3,Carrier C,5.352878043996809,Supplier 3,Nepal,28,648,28,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74214114905695,2020-01-30 23:34:15
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Belize,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,2022-02-12 16:43:40
cosmetics,SKU73,83.8510176813046,41,375,7910.886916140686,Male,17,25,66,5,Carrier B,1.5129368369160772,Supplier 4,Brazil,13,444,4,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.4728001296578,2021-02-27 18:55:19
cosmetics,SKU28,2.397274705597141,12,394,6117.324615083992,Female,48,15,24,4,Carrier B,9.898140508069222,Supplier 1,United States,13,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,2021-04-10 21:05:04
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Botswana,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,2022-04-19 00:12:11
skincare,SKU58,59.84156137728931,81,896,2021.149810337108,Non-binary,10,5,44,7,Carrier A,4.93843856471209,Supplier 3,Spain,18,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,2020-08-19 03:51:08
haircare,SKU0,69.80800554211577,55,802,8661.996792392383,Non-binary,58,7,96,4,Carrier B,2.956572139430807,Supplier 3,Tanzania,29,215,29,46.27987924050832,Pending,0.2264103608499251,Road,Route B,187.75207545920392,2022-03-27 04:04:39
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Denmark,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,2020-07-07 20:58:30
skincare,SKU63,13.017376785287857,55,246,4256.949140850225,Non-binary,54,19,10,4,Carrier A,2.45793352798733,Supplier 3,Mexico,18,736,10,20.075003975630484,Pending,3.6328432903821337,Sea,Route A,687.2861778664173,2022-10-29 21:49:07
skincare,SKU16,7.547172109791272,74,280,6453.797968176285,Female,2,5,78,1,Carrier B,4.191324585705502,Supplier 1,Vanuatu,3,399,21,77.10634249785001,Pass,1.012563089258049,Air,Route A,865.5257797712403,2022-07-28 19:25:55
skincare,SKU36,9.813002578754052,34,963,7573.402457848733,Female,18,23,28,3,Carrier B,2.107951267159081,Supplier 2,Denmark,26,671,19,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.8089742481805,2021-12-15 13:31:11
cosmetics,SKU94,3.037688724631414,97,987,7888.356546661873,Unknown,77,26,72,9,Carrier B,6.942945942032581,Supplier 2,Mongolia,12,908,14,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948,2020-07-14 01:53:08
haircare,SKU24,4.156308359311108,32,209,9049.077860939897,Male,4,26,2,8,Carrier C,9.741291689284369,Supplier 2,Mauritius,28,447,3,40.382359702924816,Pending,3.691310292628728,Air,Route A,758.7247726029383,2021-05-19 15:29:27
skincare,SKU63,13.017376785287857,55,246,4256.949140850225,Non-binary,54,19,10,4,Carrier A,2.45793352798733,Supplier 3,Mexico,18,736,10,20.075003975630484,Pending,3.6328432903821337,Sea,Route A,687.2861778664173,2022-06-12 12:54:57
skincare,SKU67,87.75543235400107,16,513,9473.798032508335,Unknown,12,9,71,9,Carrier C,9.147811544710631,Supplier 1,Lebanon,10,198,11,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.2718013847869,2022-12-23 19:06:17
haircare,SKU51,26.70076097246173,61,154,9866.465457979695,Male,100,4,52,1,Carrier A,4.783000557947665,Supplier 5,Egypt,18,673,28,14.19032834456998,Pending,1.7729511720835571,Road,Route A,694.9823175794459,2020-09-19 01:35:44
cosmetics,SKU8,68.71759674852733,78,150,7517.363210631127,Female,5,10,15,7,Carrier C,3.4047338570830266,Supplier 4,Peru,13,769,8,11.423027139565695,Pending,2.709862691109961,Sea,Route B,505.55713422546415,2022-09-27 18:15:29
skincare,SKU56,20.986386037043378,90,93,4767.020484344137,Non-binary,25,23,83,5,Carrier C,1.7744297140717396,Supplier 1,North Korea,24,826,28,12.836284572832753,Pass,1.173755495387454,Air,Route B,832.2108087060217,2021-09-14 05:31:50
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Belize,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,2022-05-09 18:02:16
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,Supplier 4,Madagascar,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,2022-12-28 02:39:52
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,Supplier 3,China,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,2022-11-18 12:34:43
skincare,SKU32,79.20993601565672,43,781,9571.55048732782,Unknown,89,13,64,4,Carrier C,6.599104901238584,Supplier 3,Mozambique,30,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,2021-03-19 14:58:16
skincare,SKU19,51.12387008796474,100,187,2553.495584991215,Unknown,48,11,94,3,Carrier A,4.742635882841877,Supplier 4,Puerto Rico,20,694,16,82.37332058799021,Fail,3.646450865417029,Road,Route C,477.3076310909034,2021-07-29 06:33:14
cosmetics,SKU72,90.20442752052809,88,478,2633.121981312256,Non-binary,57,29,77,9,Carrier A,6.599614159689544,Supplier 1,Italy,21,152,11,55.76049289524421,Pending,3.213329607438309,Rail,Route B,677.9445698461833,2022-03-24 03:05:11
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Japan,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,2021-04-07 07:54:50
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,Supplier 3,China,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,2022-04-21 13:01:51
skincare,SKU13,16.160393317379977,5,249,4052.738416237866,Male,80,8,48,9,Carrier A,9.537283061108338,Supplier 5,Chile,23,173,10,97.82905011017328,Pending,1.6310742300715386,Road,Route B,547.2410051609685,2020-09-23 19:37:13
skincare,SKU58,59.84156137728931,81,896,2021.149810337108,Non-binary,10,5,44,7,Carrier A,4.93843856471209,Supplier 3,Spain,18,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,2022-10-05 00:23:04
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Botswana,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,2021-01-27 03:45:59
haircare,SKU55,79.85505834078943,16,701,2925.6751703038126,Male,97,11,11,5,Carrier A,5.014364955030907,Supplier 2,South Korea,27,918,5,30.3235452566165,Fail,4.548919659396385,Sea,Route B,323.01292795247883,2021-05-08 15:22:47
skincare,SKU64,89.63409560813533,11,134,8458.730878367178,Female,73,27,75,6,Carrier C,4.585353468194652,Supplier 1,Ethiopia,17,328,6,8.693042425877287,Fail,0.1594863147175146,Air,Route C,771.2250846811575,2021-10-30 14:52:32
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Puerto Rico,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,2022-12-13 04:19:14
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Azerbaijan,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,2022-05-12 20:03:32
skincare,SKU36,9.813002578754052,34,963,7573.402457848733,Female,18,23,28,3,Carrier B,2.107951267159081,Supplier 2,Denmark,26,671,19,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.8089742481805,2020-10-23 21:42:08
haircare,SKU25,39.62934398509263,73,142,2174.777054350654,Male,82,11,52,3,Carrier C,2.231073681281728,Supplier 4,Iraq,19,934,23,78.28038311841539,Pending,3.797231217114183,Road,Route B,458.535945739209,2022-04-27 13:54:05
skincare,SKU32,79.20993601565672,43,781,9571.55048732782,Unknown,89,13,64,4,Carrier C,6.599104901238584,Supplier 3,Mozambique,30,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,2022-04-23 23:17:46
skincare,SKU42,46.52916761451677,98,155,1839.609425856764,Female,22,27,57,4,Carrier C,7.526248326851508,Supplier 5,South Korea,26,179,7,96.42282063957188,Fail,4.939255288620948,Road,Route A,635.6571205019919,2020-07-18 18:06:15
skincare,SKU14,99.1713286386242,26,562,8653.570926469802,Non-binary,54,29,78,5,Carrier B,2.039770189449332,Supplier 1,Indonesia,25,558,14,5.791436629862989,Pending,0.1006828515650937,Air,Route B,929.2352899608896,2021-06-22 21:39:26
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Denmark,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,2022-04-11 13:46:45
cosmetics,SKU28,2.397274705597141,12,394,6117.324615083992,Female,48,15,24,4,Carrier B,9.898140508069222,Supplier 1,United States,13,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,2021-12-15 08:24:45
skincare,SKU20,96.34107243996338,22,320,8128.027696851192,Unknown,27,12,68,6,Carrier A,8.87833465092684,Supplier 1,Papua New Guinea,29,309,6,65.68625960848863,Pass,4.231416573534539,Air,Route B,493.87121531620585,2020-11-08 18:59:08
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Chile,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,2022-02-22 22:59:08
haircare,SKU68,37.93181238279032,29,163,3550.218432780992,Non-binary,0,8,58,8,Carrier B,1.1942518648849991,Supplier 2,Fiji,2,375,18,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032,2022-09-23 08:41:55
haircare,SKU22,27.67978088650196,55,884,2390.8078665561734,Unknown,71,1,63,10,Carrier A,9.56764892092304,Supplier 4,Madagascar,22,780,28,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57199582694707,2021-11-21 13:33:31
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,Supplier 2,Eswatini,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,2021-04-17 08:16:25
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Tonga,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,2022-01-16 06:28:53
cosmetics,SKU7,42.95838438246007,59,426,8496.103813089838,Female,93,17,11,1,Carrier B,2.3483387844177805,Supplier 4,Somalia,22,564,1,99.46610860359912,Fail,0.3981771868506506,Road,Route C,802.0563118175586,2021-03-02 04:29:26
cosmetics,SKU72,90.20442752052809,88,478,2633.121981312256,Non-binary,57,29,77,9,Carrier A,6.599614159689544,Supplier 1,Italy,21,152,11,55.76049289524421,Pending,3.213329607438309,Rail,Route B,677.9445698461833,2021-04-27 17:25:13
haircare,SKU61,52.02874990329492,23,117,6885.589350896253,Unknown,32,23,36,7,Carrier C,9.030340422521949,Supplier 4,Poland,14,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,2020-03-18 12:16:11
skincare,SKU13,16.160393317379977,5,249,4052.738416237866,Male,80,8,48,9,Carrier A,9.537283061108338,Supplier 5,Chile,23,173,10,97.82905011017328,Pending,1.6310742300715386,Road,Route B,547.2410051609685,2021-01-18 10:39:53
haircare,SKU5,1.6999760138659377,87,147,2828.348745975759,Non-binary,90,27,66,3,Carrier B,4.444098864382293,Supplier 4,Pakistan,10,104,17,56.7664755574318,Fail,2.7791935115711617,Road,Route A,235.4612367355375,2020-07-06 15:18:58
haircare,SKU0,69.80800554211577,55,802,8661.996792392383,Non-binary,58,7,96,4,Carrier B,2.956572139430807,Supplier 3,Tanzania,29,215,29,46.27987924050832,Pending,0.2264103608499251,Road,Route B,187.75207545920392,2022-05-30 10:27:09
cosmetics,SKU8,68.71759674852733,78,150,7517.363210631127,Female,5,10,15,7,Carrier C,3.4047338570830266,Supplier 4,Peru,13,769,8,11.423027139565695,Pending,2.709862691109961,Sea,Route B,505.55713422546415,2021-09-14 19:03:50
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2020-09-08 23:49:44
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2020-03-05 09:24:14
